Node_i,Node_j,Distance_KMS
7,87,79.13105749
7,88,82.10042174
7,89,100.0105871
7,90,43.7566314
8,1,8.472186047
8,2,7.082483592
8,3,5.814755021
8,4,5.162894589
8,5,6.938514417
8,6,4.061130484
8,7,3.749197271
8,8,0
8,9,1.50167848
8,10,5.784761443
8,11,1.987574447
8,12,2.145540625
8,13,9.497966421
8,14,6.372635575
8,15,12.01942656
8,16,14.18096376
8,17,16.2685168
8,18,11.92144754
8,19,19.74377272
8,20,34.44062601
8,21,28.32393565
8,22,20.349643
8,23,16.38449197
8,24,23.7129229
8,25,31.53324852
8,26,32.0391402
8,27,31.25530803
8,28,29.1877507
8,29,23.38499311
8,30,33.98672322
8,31,49.20746435
8,32,54.38235638
8,33,40.36735708
8,34,35.89231521
8,35,32.8989561
8,36,32.65500834
8,37,37.7639145
8,38,46.65601062
8,39,38.52375181
8,40,41.77705524
8,41,48.89553112
8,42,58.99136954
8,43,40.11141187
8,44,43.29273073
8,45,60.26909597
8,46,63.96630438
8,47,62.97251714
8,48,68.5013334
8,49,69.63309107
8,50,63.81233733
8,51,57.99758234
8,52,62.94652272
8,53,53.31658454
8,54,58.48347829
8,55,65.82190708
8,56,58.61545003
8,57,64.42820548
8,58,58.90538796
8,59,62.15069311
8,60,71.27074044
8,61,77.51940257
8,62,79.01108317
8,63,75.81776691
8,64,68.93923965
8,65,98.50290985
8,66,85.35172563
8,67,84.37593455
8,68,80.15283875
8,69,85.39771577
8,70,164.7627232
8,71,71.35872162
8,72,73.90817575
8,73,174.5526271
8,74,76.92153058
8,75,84.84383435
8,76,104.3856503
8,77,100.9843785
8,78,110.55233
8,79,90.76456668
8,80,90.22068314
8,81,30.29551352
8,82,108.6547363
8,83,99.76663927
8,84,147.3304555
8,85,53.70450151
8,86,82.19840077
8,87,77.14748219
8,88,80.11684645
8,89,98.02901132
8,90,41.77505567
9,1,8.208242559
9,2,8.516176628
9,3,5.550811533
9,4,6.820539676
9,5,6.674570929
9,6,5.320860767
9,7,3.485253783
9,8,1.50167848
9,9,0
9,10,6.742556373
9,11,3.209312864
9,12,3.625223815
9,13,7.988289653
9,14,4.862958807
9,15,10.50974979
9,16,20.30365285
9,17,14.75884003
9,18,10.41177077
9,19,18.23409596
9,20,32.93094926
9,21,26.81425888
9,22,18.83996623
9,23,14.8748152
9,24,22.20324613
9,25,30.02357175
9,26,30.52946343
9,27,29.74563126
9,28,27.67607436
9,29,28.55188685
9,30,39.15161737
9,31,47.69778756
9,32,52.87267959
9,33,38.85768031
9,34,34.38263846
9,35,31.38927934
9,36,31.14533157
9,37,36.25423772
9,38,45.14633387
9,39,37.01407503
9,40,40.26737849
9,41,47.38585436
9,42,57.48169279
9,43,38.60173512
9,44,41.78305396
9,45,58.75941922
9,46,62.45462802
9,47,61.46284039
9,48,66.99165662
9,49,68.12341431
9,50,62.30266058
9,51,56.48790555
9,52,61.43684597
9,53,51.80690779
9,54,56.97380151
9,55,64.3122303
9,56,57.10577327
9,57,62.91852871
9,58,57.39571119
9,59,60.64101635
9,60,69.76106369
9,61,76.00972579
9,62,77.50140642
9,63,74.30809012
9,64,67.42956286
9,65,96.9932331
9,66,83.84204884
9,67,82.86625777
9,68,78.64116239
9,69,83.888039
9,70,163.2530464
9,71,69.84904484
9,72,72.398499
9,73,173.0429503
9,74,75.41185381
9,75,83.3341576
9,76,102.8759736
9,77,99.47470179
9,78,109.0426532
9,79,89.25488993
9,80,88.71100637
9,81,28.78583676
9,82,107.1450595
9,83,98.25696252
9,84,145.8207788
9,85,52.19482473
9,86,80.68872398
9,87,75.63780544
9,88,78.60716967
9,89,96.51933455
9,90,40.26537892
10,1,3.887167731
10,2,1.805613406
10,3,3.943155743
10,4,2.52345971
10,5,4.804971223
10,6,2.133543194
10,7,3.755195987
10,8,5.734772146
10,9,7.246448486
10,10,0
10,11,4.013140759
10,12,6.294652272
10,13,15.24273643
10,14,12.11740558
10,15,16.17253735
10,16,18.3660677
10,17,21.07748717
10,18,18.45604843
10,19,26.27837362
10,20,40.97522692
10,21,34.85853654
10,22,26.8842439
10,23,22.91909287
10,24,30.2475238
10,25,38.06784942
10,26,36.84811057
10,27,37.78990893
10,28,33.99672106
10,29,27.57009705
10,30,38.17182715
10,31,55.74206525
10,32,60.91695728
10,33,46.90195798
10,34,42.42691611
10,35,37.70992605
10,36,37.46397872
10,37,44.29851537
10,38,53.19061152
10,39,45.05835269
10,40,48.31165614
10,41,55.43013203
10,42,65.52597044
10,43,46.64601277
10,44,49.8293312
10,45,66.80369688
10,46,70.50090528
10,47,69.50711805
10,48,75.03593431
10,49,76.16769198
10,50,70.34693824
10,51,64.53418279
10,52,69.48112362
10,53,59.85118545
10,54,65.0180792
10,55,72.35650799
10,56,65.15005092
10,57,70.96280638
10,58,65.43998886
10,59,68.68529401
10,60,77.80534134
10,61,84.05400348
10,62,85.54568408
10,63,82.35436738
10,64,75.47584012
10,65,105.0375108
10,66,91.8863265
10,67,90.91053545
10,68,86.68743962
10,69,91.93231668
10,70,171.2973241
10,71,77.89332252
10,72,80.44277665
10,73,181.087228
10,74,83.45613148
10,75,91.37843526
10,76,110.9202512
10,77,107.5189794
10,78,117.0869309
10,79,97.29916758
10,80,96.75528404
10,81,35.1044839
10,82,115.1893372
10,83,106.3012402
10,84,153.8650564
10,85,60.24110198
10,86,88.73300167
10,87,83.68208309
10,88,86.65344692
10,89,104.5636122
10,90,48.30965657
11,1,7.662359436
11,2,5.274870614
11,3,7.520389833
11,4,6.124688662
11,5,8.6461488
11,6,5.518818383
11,7,5.454832083
11,8,1.987574447
11,9,3.209312864
11,10,4.013140759
11,11,0
11,12,2.269514082
11,13,11.88545524
11,14,8.760124398
11,15,12.14739916
11,16,14.34092951
11,17,17.05234898
11,18,14.43091024
11,19,22.25323543
11,20,36.95008874
11,21,30.83339836
11,22,22.85910571
11,23,18.89395468
11,24,26.22238561
11,25,34.04271124
11,26,32.82297239
11,27,33.76477074
11,28,29.97158288
11,29,23.54495886
11,30,34.14668897
11,31,51.71692704
11,32,56.89181907
11,33,42.87681977
11,34,38.40177793
11,35,33.6827883
11,36,33.43884051
11,37,40.27337719
11,38,49.16547334
11,39,41.03321451
11,40,44.28651796
11,41,51.40499385
11,42,61.50083226
11,43,42.6208746
11,44,45.80219345
11,45,62.77855869
11,46,66.4737675
11,47,65.48197987
11,48,71.01079609
11,49,72.14255379
11,50,66.32180006
11,51,60.50704503
11,52,65.45598544
11,53,55.82604727
11,54,60.99294099
11,55,68.33136978
11,56,61.12491274
11,57,66.9376682
11,58,61.41485065
11,59,64.66015583
11,60,73.78020316
11,61,80.02886526
11,62,81.5205459
11,63,78.3272296
11,64,71.44870234
11,65,101.0123726
11,66,87.86118832
11,67,86.88539724
11,68,82.66030187
11,69,87.90717846
11,70,167.2721859
11,71,73.86818431
11,72,76.41763847
11,73,177.0620898
11,74,79.43099327
11,75,87.35329708
11,76,106.895113
11,77,103.4938413
11,78,113.0617927
11,79,93.27402939
11,80,92.73014586
11,81,31.0793457
11,82,111.164199
11,83,102.276102
11,84,149.8399183
11,85,56.2139642
11,86,84.70786346
11,87,79.65694491
11,88,82.62630914
11,89,100.538474
11,90,44.28451839
12,1,10.24780587
12,2,8.698137669
12,3,8.852104704
12,4,8.710135101
12,5,9.977863671
12,6,8.104264822
12,7,6.788546526
12,8,3.063344117
12,9,4.541027735
12,10,7.40041552
12,11,3.15132528
12,12,0
12,13,10.07984184
12,14,6.954510992
12,15,10.34178575
12,16,13.10519409
12,17,15.24673557
12,18,12.62529684
12,19,20.44762202
12,20,35.14447534
12,21,29.02778495
12,22,21.0534923
12,23,17.08834127
12,24,24.4167722
12,25,32.23709781
12,26,31.01735897
12,27,31.95915733
12,28,28.16596947
12,29,22.31122301
12,30,32.91095354
12,31,49.91131364
12,32,55.08620567
12,33,41.07120637
12,34,36.5961645
12,35,31.87917445
12,36,31.63322711
12,37,38.46776379
12,38,47.35985995
12,39,39.22760111
12,40,42.48090456
12,41,49.59938043
12,42,59.69521883
12,43,40.81526117
12,44,43.99857959
12,45,60.97294527
12,46,64.67015368
12,47,63.67636647
12,48,69.2051827
12,49,70.33694039
12,50,64.51618666
12,51,58.7034312
12,52,63.65037201
12,53,54.02043387
12,54,59.18732759
12,55,66.52575638
12,56,59.31929935
12,57,65.13205477
12,58,59.60923725
12,59,62.8545424
12,60,71.97458976
12,61,78.22325187
12,62,79.71493249
12,63,76.52361577
12,64,69.64508851
12,65,99.20675914
12,66,86.05557492
12,67,85.07978384
12,68,80.85668804
12,69,86.10156507
12,70,165.4665725
12,71,72.06257091
12,72,74.61202504
12,73,175.2564764
12,74,77.62537987
12,75,85.54768365
12,76,105.0894996
12,77,101.6882279
12,78,111.2561793
12,79,91.46841597
12,80,90.92453243
12,81,29.27373229
12,82,109.3585856
12,83,100.4704886
12,84,148.0343048
12,85,54.41035037
12,86,82.90225006
12,87,77.8513315
12,88,80.82069574
12,89,98.73286063
12,90,42.47890496
13,1,18.68399963
13,2,17.13433142
13,3,17.28829846
13,4,17.14632885
13,5,23.67893018
13,6,15.53667349
13,7,15.22474028
13,8,11.49953787
13,9,12.97722149
13,10,15.83660927
13,11,11.58751903
13,12,9.819897493
13,13,0
13,14,13.31314956
13,15,17.21631387
13,16,13.28315599
13,17,21.46540411
13,18,18.84596495
13,19,26.66629057
13,20,41.36514344
13,21,35.2464535
13,22,27.27216084
13,23,23.30700981
13,24,30.63744031
13,25,38.45576635
13,26,37.23602751
13,27,38.17782586
13,28,34.38463801
13,29,22.48918491
13,30,33.08891544
13,31,56.12998218
13,32,61.30487421
13,33,47.28987491
13,34,42.81483305
13,35,38.09784298
13,36,37.85389522
13,37,44.6884319
13,38,53.57852849
13,39,45.44826922
13,40,48.6995731
13,41,55.82004856
13,42,65.91388737
13,43,47.03392971
13,44,50.21724813
13,45,67.19161381
13,46,70.88882221
13,47,69.89703458
13,48,75.42585081
13,49,76.55760849
13,50,70.73685477
13,51,64.92209974
13,52,69.86904055
13,53,60.24110198
13,54,65.40599613
13,55,72.74442492
13,56,65.53996745
13,57,71.35272288
13,58,65.8279058
13,59,69.07321094
13,60,78.19525787
13,61,84.44192041
13,62,85.93560061
13,63,82.74228431
13,64,75.86375705
13,65,105.4274273
13,66,92.27624303
13,67,91.29845238
13,68,87.07535658
13,69,92.32023361
13,70,171.685241
13,71,78.28323902
13,72,80.83269318
13,73,181.4751449
13,74,83.84404841
13,75,91.76635219
13,76,111.3101677
13,77,107.9068964
13,78,117.4768474
13,79,97.68908412
13,80,97.14520054
13,81,35.4944004
13,82,115.5772541
13,83,106.6891571
13,84,154.2529734
13,85,60.62901891
13,86,89.1209186
13,87,84.07199963
13,88,87.04136385
13,89,104.9515292
13,90,48.6975735
14,1,15.90859386
14,2,14.35892566
14,3,16.41448555
14,4,18.93594568
14,5,17.52424794
14,6,13.76705238
14,7,14.35092737
14,8,8.724132104
14,9,10.8576753
14,10,13.06320308
14,11,8.812113266
14,12,6.75055466
14,13,3.125330845
14,14,0
14,15,5.646790983
14,16,15.44069404
14,17,9.895881224
14,18,12.21738417
14,19,20.03770979
14,20,34.73456309
14,21,28.61787272
14,22,20.64358007
14,23,16.67842903
14,24,24.00885954
14,25,31.82718558
14,26,25.66650463
14,27,31.54924509
14,28,22.81311556
14,29,23.68892804
14,30,34.28865856
14,31,49.50140142
14,32,54.67629342
14,33,40.66129416
14,34,36.18625228
14,35,26.52632053
14,36,26.28237276
14,37,38.05785154
14,38,46.9499477
14,39,38.81968843
14,40,42.07099231
14,41,49.19146777
14,42,59.28530661
14,43,40.40534894
14,44,43.58866737
14,45,60.56303305
14,46,64.26024145
14,47,63.26645422
14,48,68.79527048
14,49,69.92702815
14,50,64.10827398
14,51,58.29351896
14,52,63.24045979
14,53,53.61052162
14,54,58.77741537
14,55,66.11584416
14,56,58.91138666
14,57,64.72414212
14,58,59.19932503
14,59,62.44463018
14,60,71.56667708
14,61,77.81333965
14,62,79.30502025
14,63,76.11370355
14,64,69.23517629
14,65,98.79884649
14,66,85.64566267
14,67,84.66987159
14,68,80.44677579
14,69,85.69165285
14,70,165.0566603
14,71,71.65465826
14,72,74.20211282
14,73,174.8465642
14,74,77.21546765
14,75,85.13777143
14,76,104.681587
14,77,101.2783156
14,78,110.8462671
14,79,91.06050332
14,80,90.51661978
14,81,23.92287795
14,82,108.9486734
14,83,100.0605763
14,84,147.6243926
14,85,54.00043815
14,86,82.49233784
14,87,77.44141927
14,88,80.41278309
14,89,98.32294838
14,90,42.06899274
15,1,15.76862383
15,2,16.0765579
15,3,12.46133194
15,4,14.37892137
15,5,12.96722363
15,6,12.23138118
15,7,10.39577419
15,8,8.412198891
15,9,6.902522123
15,10,13.65307678
15,11,10.11983327
15,12,8.738129107
15,13,5.726773859
15,14,2.601443013
15,15,0
15,16,18.04413663
15,17,12.49732424
15,18,8.1342584
15,19,15.95658359
15,20,30.65343689
15,21,24.53474694
15,22,16.56045429
15,23,12.59530326
15,24,19.92573376
15,25,27.74605938
15,26,28.26794764
15,27,27.46811889
15,28,25.41655814
15,29,26.29037105
15,30,36.89210115
15,31,45.42027521
15,32,50.59316766
15,33,36.57816835
15,34,32.1031265
15,35,36.24423987
15,36,28.88381578
15,37,33.97672534
15,38,42.86682193
15,39,34.73656266
15,40,37.98786654
15,41,45.108342
15,42,55.20418041
15,43,36.32422275
15,44,39.5055416
15,45,56.48190685
15,46,60.17711568
15,47,59.18532802
15,48,64.71414425
15,49,65.84590194
15,50,60.02514821
15,51,54.21039318
15,52,59.15733403
15,53,49.52939542
15,54,54.69628915
15,55,62.03271837
15,56,54.82826089
15,57,60.64101635
15,58,55.11619923
15,59,58.3615044
15,60,67.48355131
15,61,73.73221342
15,62,75.22389405
15,63,72.03057775
15,64,65.15205049
15,65,94.71572072
15,66,81.56453647
15,67,80.58674582
15,68,76.36365002
15,69,81.61052662
15,70,160.9755341
15,71,67.57153246
15,72,70.12098662
15,73,170.7634384
15,74,73.13234185
15,75,81.05664523
15,76,100.5984612
15,77,97.19518985
15,78,106.7651408
15,79,86.97737755
15,80,86.43349401
15,81,26.52432096
15,82,104.8675472
15,83,95.97745058
15,84,143.5412668
15,85,49.91731235
15,86,78.40921204
15,87,73.36029307
15,88,76.32965729
15,89,94.23982261
15,90,37.98586698
16,1,28.54388856
16,2,19.87574447
16,3,26.32436377
16,4,27.1541861
16,5,25.74248836
16,6,19.28187162
16,7,24.25880602
16,8,14.23895134
16,9,20.76755352
16,10,18.57802232
16,11,14.32693251
16,12,12.2653739
16,13,15.85460542
16,14,12.3433572
16,15,13.86303183
16,16,0
16,17,6.726559798
16,18,21.99729023
16,19,29.81961542
16,20,44.51646872
16,21,38.39977833
16,22,30.4254857
16,23,26.46033466
16,24,33.7887656
16,25,41.60909121
16,26,22.4971832
16,27,41.33115072
16,28,19.6457937
16,29,9.204029354
16,30,19.80575945
16,31,35.89231521
16,32,37.71192562
16,33,34.75255924
16,34,45.9681579
16,35,23.35899868
16,36,22.32122087
16,37,47.8397572
16,38,56.73185332
16,39,31.99714919
16,40,32.48504474
16,41,38.61373253
16,42,45.6762204
16,43,36.95408787
16,44,37.10605535
16,45,46.95394683
16,46,50.64915567
16,47,49.65736801
16,48,55.18618426
16,49,56.31794196
16,50,73.88818003
16,51,68.073425
16,52,73.02236541
16,53,63.39242724
16,54,68.55932099
16,55,75.89774978
